area_string,posted,neighborhood,post title,number_bedrooms,sqft,URL,price,requested
washingtondc,2021-11-30 11:53, (Falls Church northern virginia ),Great location Great Price,,700.0,https://washingtondc.craigslist.org/nva/roo/d/falls-church-great-location-great-price/7414561825.html,945,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:51, (silver spring maryland ),$850 private  room in silver  spring for  rent,1,,https://washingtondc.craigslist.org/mld/roo/d/silver-spring-850-private-room-in/7414560783.html,850,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:51, (Upper Marlboro maryland ),Furnished One Bedroom in House for Rent,1,,https://washingtondc.craigslist.org/mld/roo/d/capitol-heights-furnished-one-bedroom/7414547390.html,500,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:47, (Fairfax northern virginia ),1 Bedroom w/ private bath available 1/1/22 Luxury Townhouse $0Deposit,,3000.0,https://washingtondc.craigslist.org/nva/roo/d/fairfax-bedroom-private-bath-available/7414547727.html,975,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:39, (Largo Upper Marlboro Bowie Capitol Heights District Heights district of columbia ),Master BedRoom with private bath for rent in a beautiful house,1,,https://washingtondc.craigslist.org/doc/roo/d/district-heights-master-bedroom-with/7413257874.html,900,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:26, (NE DC/Rhode Island Avenue-Brentwood district of columbia ),Come live with me in a 2 bedroom/2 bathroom on the Red Line!,1,,https://washingtondc.craigslist.org/doc/roo/d/parcel-return-service-come-live-with-me/7414537340.html,1195,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:26, (Merrifield northern virginia ),BASEMENT AVAILABLE MERRIFIELD,,,https://washingtondc.craigslist.org/nva/roo/d/fairfax-basement-available-merrifield/7414546150.html,0,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:12, (H Street Corridor district of columbia ),Roommate Wanted - New Backyard w Grills,,900.0,https://washingtondc.craigslist.org/doc/roo/d/washington-roommate-wanted-new-backyard/7414538666.html,1250,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:08, (Chevy Chase / Bethesda maryland ),Female-Bethesda Metro/NIH- Furnished Room w/ Utilities Included,,,https://washingtondc.craigslist.org/mld/roo/d/chevy-chase-female-bethesda-metro-nih/7414531120.html,995,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:07, (Washington DC district of columbia ),Rooms for rent 995,,4000.0,https://washingtondc.craigslist.org/doc/roo/d/washington-rooms-for-rent-995/7414534359.html,995,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:06," (Clarksburg,  Germantown maryland )","Basement room units for Rent for 1 person, $850",,,https://washingtondc.craigslist.org/mld/roo/d/basement-room-units-for-rent-for-person/7411113469.html,850,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:05, (Fairfax northern virginia ),Large Room - Nice Neighborhood - Walk to Shopping & Free CUE Bus,1,135.0,https://washingtondc.craigslist.org/nva/roo/d/fairfax-large-room-nice-neighborhood/7414529949.html,600,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:01," (5016 Ronoak Pl , College park maryland )",$700/room for charming farm house,5,,https://washingtondc.craigslist.org/mld/roo/d/college-park-700-room-for-charming-farm/7414532717.html,700,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 11:01," (5016 Ronoak Pl , College park maryland )",$700/room for charming farm house,5,,https://washingtondc.craigslist.org/mld/roo/d/college-park-700-room-for-charming-farm/7414532490.html,700,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:52, (Arlington/ Falls Church northern virginia ),Quite Clean Private Big private room,,,https://washingtondc.craigslist.org/nva/roo/d/falls-church-quite-clean-private-big/7414521897.html,800,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:47, (Fort Totten/Riggs Park district of columbia ),Fort Totten/Riggs Park 1 bedroom + 1 bathroom: Available Now!,1,795.0,https://washingtondc.craigslist.org/doc/roo/d/washington-fort-totten-riggs-park/7414525464.html,1490,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:46, (Columbia Heights district of columbia ),2 private rooms available in DC rowhouse,,,https://washingtondc.craigslist.org/doc/roo/d/washington-private-rooms-available-in/7414524612.html,650,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:39," (Alexandria, VA northern virginia )",Room for rent in luxury Alexandria townhouse,,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-room-for-rent-in-luxury/7411818238.html,650,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:37, (Silver Spring maryland ),ROOM FOR RENT IN SILVER SPRING,,,https://washingtondc.craigslist.org/mld/roo/d/silver-spring-room-for-rent-in-silver/7414520155.html,700,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:37, (Silver Spring maryland ),ROOM FOR RENT IN SILVER SPRING,,,https://washingtondc.craigslist.org/mld/roo/d/silver-spring-room-for-rent-in-silver/7414520029.html,700,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:32, (Elmont street maryland ),Cozy basement room 10 mins walk to the wheaton metro station,4,,https://washingtondc.craigslist.org/mld/roo/d/silver-spring-cozy-basement-room-10/7414517612.html,450,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:28, (FALLS CHURCH/ALEXANDRIA northern virginia ),"HABITACIÓN PRIVADA PARA ALQUILER BESIDE COLUMBIA PIKE, PASEO A LA PAR",,,https://washingtondc.craigslist.org/nva/roo/d/falls-church-habitacin-privada-para/7407052178.html,700,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:27, (MD/VA/DC district of columbia ),Basement for rent + Privat bathroom,1,,https://washingtondc.craigslist.org/doc/roo/d/olney-basement-for-rent-privat-bathroom/7414515260.html,1200,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:16, (Goshen Estates of Gaithersburg maryland ),"LG, Apartmt Like, Mstr Bedrm & Bath, 2 Acre Fenced Yard, Dog Friendly",,630.0,https://washingtondc.craigslist.org/mld/roo/d/gaithersburg-lg-apartmt-like-mstr-bedrm/7414510146.html,995,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:15, (Arlington / Ballston northern virginia ),House to share with folks who care - Room w/ SemiPriv Bath Avail NOW,,,https://washingtondc.craigslist.org/nva/roo/d/arlington-house-to-share-with-folks-who/7414501891.html,625,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:10, (Washington district of columbia ),Two Large Rooms Available in Brightwood Home,6,,https://washingtondc.craigslist.org/doc/roo/d/washington-two-large-rooms-available-in/7414494099.html,647,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:05, ( maryland ),Room for rent in a nice townhouse,,,https://washingtondc.craigslist.org/mld/roo/d/germantown-room-for-rent-in-nice/7414500402.html,500,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 10:02, ( district of columbia ),1br - Fully Furnished/unfurnished room (Gaithersburg),,,https://washingtondc.craigslist.org/doc/roo/d/fort-myer-1br-fully-furnished/7412198858.html,450,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:58," (clifton,Fairfax, Chantilly, tysons, fairfax station,burke northern virginia )",entire third floor for rent including all utilities,,900.0,https://washingtondc.craigslist.org/nva/roo/d/clifton-entire-third-floor-for-rent/7413556274.html,1000,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:57," (Tysons, McLean, Vienna northern virginia )","Furnished bedroom, 1/3 mile to Greensboro stop Silverline metro Tysons",,,https://washingtondc.craigslist.org/nva/roo/d/vienna-furnished-bedroom-3-mile-to/7411633212.html,970,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:52, (ALEXANDRIA - MT VERNON AREA northern virginia ),Room for rent - Alexandria South - Ft Belvoir Area,4,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-room-for-rent-alexandria/7412260809.html,600,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:47," (Herndon, VA. northern virginia )",*TWO ROOMS FOR PROFESSIONAL FEMALE ROOMMATE PLUS FREE GARAGE PARKING*,,,https://washingtondc.craigslist.org/nva/roo/d/herndon-two-rooms-for-professional/7414496229.html,1000,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:47, (Germantown maryland ),Nice Basement Room Util. included - w/lots more,1,200.0,https://washingtondc.craigslist.org/mld/roo/d/germantown-nice-basement-room-util/7408183261.html,750,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:44, (Gaithersburg maryland ),single room for rent at Kentlands area,4,,https://washingtondc.craigslist.org/mld/roo/d/gaithersburg-single-room-for-rent-at/7414495086.html,700,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:38, (Burke northern virginia ),Sunny cheerful room available in Spacious SFH,,120.0,https://washingtondc.craigslist.org/nva/roo/d/burke-sunny-cheerful-room-available-in/7411855946.html,700,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:33," (Woodbridge, Dumfries, Manassas northern virginia )",Large Room For Rent in 4br 2bth SF Home,4,988.0,https://washingtondc.craigslist.org/nva/roo/d/woodbridge-large-room-for-rent-in-4br/7409012803.html,975,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:27," (Franconia/Alexandria, VA northern virginia )",FURNISHED ROOM FOR RENT IN TOWNHOME,1,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-furnished-room-for-rent-in/7413551410.html,625,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:26," (Burke, VA northern virginia )",Room for rent in Renovated Townhouse in Burke,,,https://washingtondc.craigslist.org/nva/roo/d/room-for-rent-in-renovated-townhouse-in/7414487264.html,600,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:14, ( district of columbia ),This won’t last long,,,https://washingtondc.craigslist.org/doc/roo/d/capitol-heights-this-wont-last-long/7413302263.html,620,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:10, ( district of columbia ),***** NICE BEDROOM FOR RENT IN A BEAUTIFUL SINGLE HOUSE*****,,,https://washingtondc.craigslist.org/doc/roo/d/oxon-hill-nice-bedroom-for-rent-in/7414480909.html,700,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 09:06, (Brookland district of columbia ),"Large, Bright, Furnished Room- 2.5 blocks to Metrto",,175.0,https://washingtondc.craigslist.org/doc/roo/d/washington-large-bright-furnished-room/7414479080.html,850,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:55, (Brookland district of columbia ),"Large, Bright, Furnished Room- 2 blocks to Red Line Metro",,175.0,https://washingtondc.craigslist.org/doc/roo/d/washington-large-bright-furnished-room/7414475519.html,875,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:52, (STERLING northern virginia ),Mens Sober Living Program,,,https://washingtondc.craigslist.org/nva/roo/d/sterling-mens-sober-living-program/7410412537.html,620,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:49," (Sterling, VA northern virginia )",Master Bedroom w/Bath - All Utilities Included,1,,https://washingtondc.craigslist.org/nva/roo/d/sterling-master-bedroom-bath-all/7410794504.html,900,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:47, (Fort Totten DC district of columbia ),Two rooms available for rent in Fort Totten,2,,https://washingtondc.craigslist.org/doc/roo/d/washington-two-rooms-available-for-rent/7412993022.html,850,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:45, (Fort Totten DC maryland ),2 Rooms Available in Fort Totten,,,https://washingtondc.craigslist.org/mld/roo/d/washington-rooms-available-in-fort/7414472219.html,850,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:35, (Union Market / H Street Corridor district of columbia ),High-End Condo - 1 room for rent (furnished & utilities included),3,1800.0,https://washingtondc.craigslist.org/doc/roo/d/washington-high-end-condo-room-for-rent/7409009094.html,1550,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:32, (Springfield northern virginia ),"Furnished basement, private bath, reserve parking,  short term lease",,,https://washingtondc.craigslist.org/nva/roo/d/springfield-furnished-basement-private/7412071386.html,850,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:24, (Fort Dupont district of columbia ),"Newly Renovated Studio Apartment Close to DT DC, 295/395/Utilities Inc",,607.0,https://washingtondc.craigslist.org/doc/roo/d/newly-renovated-studio-apartment-close/7412125589.html,950,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:23, (Springfield northern virginia ),Super Master Room,1,,https://washingtondc.craigslist.org/nva/roo/d/springfield-super-master-room/7414466136.html,1350,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:21," (Tysons Corner, Vienna, McLean northern virginia )","Modern Furnished Bedroom in Tysons Corner ""Walk to Metro""",,225.0,https://washingtondc.craigslist.org/nva/roo/d/vienna-modern-furnished-bedroom-in/7414456597.html,1200,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:14, ( northern virginia ),Spacious Room for rent Near Vienna metro and GMU,,,https://washingtondc.craigslist.org/nva/roo/d/fairfax-spacious-room-for-rent-near/7414457411.html,650,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:13, (Dupont Circle district of columbia ),room in quiet house on a quiet street,6,160.0,https://washingtondc.craigslist.org/doc/roo/d/washington-room-in-quiet-house-on-quiet/7412096825.html,1200,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 08:02," (Tysons Corner, Vienna, McLean northern virginia )","Exceptional Master BR w Prvt BA/Garage Parking ""Walk to Metro""",,480.0,https://washingtondc.craigslist.org/nva/roo/d/vienna-exceptional-master-br-prvt-ba/7413228198.html,1200,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 07:46, (Falls Church City northern virginia ),"Lovely Historic Furnished Bedroom, Historic Home, Near EVERYTHING",1,,https://washingtondc.craigslist.org/nva/roo/d/falls-church-lovely-historic-furnished/7411236019.html,975,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 07:46, (fairfax northern virginia ),Single Room For Rent Near Vienna Metro Fairfax,,200.0,https://washingtondc.craigslist.org/nva/roo/d/fairfax-single-room-for-rent-near/7414457603.html,650,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 07:44, (Kingman Park district of columbia ),Three Bedroom Duplex Available,3,,https://washingtondc.craigslist.org/doc/roo/d/washington-three-bedroom-duplex/7410409801.html,1050,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 07:40, (Beltsville maryland ),Master bedroom in Furnished New Townhome!,1,,https://washingtondc.craigslist.org/mld/roo/d/beltsville-master-bedroom-in-furnished/7401976143.html,999,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 07:36, ( northern virginia ),Large quiet bedroom for rent in Shirlington,,,https://washingtondc.craigslist.org/nva/roo/d/arlington-large-quiet-bedroom-for-rent/7409628313.html,900,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 06:41, (Lanham district of columbia ),Room with separate entrance,,,https://washingtondc.craigslist.org/doc/roo/d/lanham-room-with-separate-entrance/7412779087.html,550,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 06:26, ( northern virginia ),Furnished Room for Rent in a Condo near Panera Bread,,,https://washingtondc.craigslist.org/nva/roo/d/falls-church-furnished-room-for-rent-in/7412668920.html,0,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 05:59, (McLean northern virginia ),Furnished Room in McLean,1,180.0,https://washingtondc.craigslist.org/nva/roo/d/west-mclean-furnished-room-in-mclean/7413195316.html,750,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 05:22, (Sterling northern virginia ),Master Bedroom,,,https://washingtondc.craigslist.org/nva/roo/d/sterling-master-bedroom/7414440046.html,750,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 05:20, (Navy Yard district of columbia ),Room available in beautiful 2BR Navy Yard apartment.,2,,https://washingtondc.craigslist.org/doc/roo/d/washington-room-available-in-beautiful/7414439873.html,1270,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 05:18," (Potomac Falls, VA northern virginia )",Private Master Suite in Shared Single Family Home,1,,https://washingtondc.craigslist.org/nva/roo/d/sterling-private-master-suite-in-shared/7414439648.html,1500,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 04:26, (northern Virginia in Ballston northern virginia ),charming home looking for housemate,4,,https://washingtondc.craigslist.org/nva/roo/d/alexandria-charming-home-looking-for/7414436263.html,1000,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 03:53, (Rockville / Twinbrook / Aspen Hill maryland ),FURNISHED ROOM BEDROOM IN SHARED HOUSE in Aspen Hill,,120.0,https://washingtondc.craigslist.org/mld/roo/d/rockville-furnished-room-bedroom-in/7413147414.html,550,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 03:51, (Upper Marlboro maryland ),Furnished One Bedroom in House for Rent,1,,https://washingtondc.craigslist.org/mld/roo/d/capitol-heights-furnished-one-bedroom/7414431954.html,500,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 03:31, (Silver Spring district of columbia ),Luxury 2 Bedroom 2 Bathroom Apartment to Share,2,,https://washingtondc.craigslist.org/doc/roo/d/silver-spring-luxury-bedroom-bathroom/7414432719.html,900,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 03:22, (Falls Church northern virginia ),FURNISHED WITH UTILITIES INCLUDED,,150.0,https://washingtondc.craigslist.org/nva/roo/d/falls-church-furnished-with-utilities/7410381415.html,600,2021-11-30 21:24:24+0000
washingtondc,2021-11-30 03:22, (Dupont Circle district of columbia ),*** Dupont Room or Entire Townhouse for Rent ***,2,1680.0,https://washingtondc.craigslist.org/doc/roo/d/washington-dupont-room-or-entire/7414432051.html,1339,2021-11-30 21:24:24+0000
